id,name,phones,address,website,emails,city,region,segment,crm_score,is_network,cms,has_marquiz,telegram,vk,whatsapp
8584,Небо Одно,79097535050,,https://yahroma.nebo-odno.ru/,op.nebo1@gmail.com,Яхрома,,A,44,Yes,drupal,Yes,https://t.me/neboodnosalebot,https://vk.com/nebo_stavropol,
8586,stoun.ru,79265393503; 79250033785; 77005460041; 75005650051; 73006910038; 73006070062,,https://www.stoun.ru/,,Яхрома,,A,40,Yes,bitrix,No,https://t.me/+79265393503,,
8582,Память в граните,79060303003; 79060708090,"площадь Генерала Кузнецова, 1А, Яхрома, Яхрома",http://www.memory-granit.ru/,,Яхрома,,B,30,No,unknown,No,https://t.me/+79060303003,,
8565,Шуколовское кладбище,79691188211,"Московская область, Дмитровский городской округ, Шуколовское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8566,Языковское кладбище,79691188211,"Московская область, Дмитровский городской округ, Языковское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8568,Старое Дубровское кладбище,79691188211,"Московская область, Дмитровский городской округ, деревня Дубровки, Старое Дубровское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8569,Мусульманское кладбище,79691188211,"Московская область, Дмитровский городской округ, Мусульманское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8570,Гульнёвское кладбище,79691188211,"Московская область, Дмитровский городской округ, Гульнёвское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8571,Батюшковское кладбище,79691188211,"Московская область, Дмитровский городской округ, село Батюшково, Батюшковское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8572,Новокарцевское кладбище,79691188211,"Московская область, Дмитровский городской округ, Новокарцевское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8573,Игнатовское кладбище,79691188211,"Московская область, Дмитровский городской округ, Игнатовское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8574,Ольговское кладбище,79691188211,"Московская область, Дмитровский городской округ, село Ольгово, Ольговское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8575,Икшанское кладбище,79691188211,"Московская область, Дмитровский городской округ, Икшанское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8576,Новое Подъячевское кладбище,79691188211,"Московская область, Дмитровский городской округ, село Подъячево, Новое Подъячевское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8577,Дьяковское кладбище,79691188211,"Московская область, Дмитровский городской округ, Дьяковское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8579,Андреевское кладбище,79691188211,"Московская область, Дмитровский городской округ, Андреевское кладбище, Яхрома",,,Яхрома,,B,25,Yes,unknown,No,https://t.me/+79691188211,,
8583,Памятники,79032501555; 79689665050,"Московская область, Дмитровский городской округ, А-107, Дмитровско-Ярославский перегон, 3-й километр, Яхрома",,,Яхрома,,B,25,No,unknown,No,https://t.me/+79032501555,,
8578,Перемиловское кладбище,,"Московская область, Дмитровский городской округ, Яхрома, Перемиловское кладбище, Яхрома",,,Яхрома,,D,5,No,unknown,No,,,
8580,Обелиск односельчанам,,"Московская область, Дмитровский городской округ, село Ильинское, Яхрома",,,Яхрома,,D,5,No,unknown,No,,,
8581,Памятники и надгробия,,"ул. Конярова, 4, Яхрома, Яхрома",,,Яхрома,,D,5,No,unknown,No,,,
