id,name,phones,address,website,emails,city,region,segment,crm_score,is_network,cms,has_marquiz,telegram,vk,whatsapp
7549,tujmazy.bilkam.ru,73833830392; 73517009492,,https://tujmazy.bilkam.ru/,sales@bilkam.ru,Туймазы,,A,45,Yes,bitrix,No,https://t.me/+73833830392,https://vk.com/bilkam,
7550,tuymazy.rm-ryabina.ru,79785971717; 79885811717; 70172111195,"г. Туймазы, ул. Пугачева",https://tuymazy.rm-ryabina.ru/,rim-ryabina@yandex.ru,Туймазы,,A,40,Yes,unknown,No,https://t.me/+79785971717,,
7540,Обряд ритуальный салон,79053538413; 79033565588; 73478221112; 79373357339; 79061040465,"ул. Ленина, 5, Туймазы, Туймазы",http://ритуал-обряд.рф/,oksana.chig@yandex.ru,Туймазы,,B,38,No,wordpress,No,https://t.me/+79053538413,,
7551,Данила-Мастер,79022234935; 79022202052,,https://tuymazy.danila-master.ru/,info@danila-master.ru; dm-on-line@danila-master.ru; mail@danila-master.ru,Туймазы,,B,35,Yes,unknown,No,https://t.me/+79022202052,https://vk.com/share.php?url=https://danila-master.ru/products/model-m-12.html?city_name=tuymazy,
7548,Схема работы,79374879088,,https://ritualtmz.ru/,,Туймазы,,B,30,No,joomla,No,https://t.me/+79374879088,,https://api.whatsapp.com/send?phone=79374879088
7539,Обелиск,79014414181,"ул. Островского, 28, Туймазы, Туймазы",,,Туймазы,,C,20,No,unknown,No,https://t.me/+79014414181,,
7542,Грань магазин ритуальных принадлежностей,79373592112,"ул. Гафурова, 45А, Туймазы, Туймазы",,,Туймазы,,C,20,No,unknown,No,https://t.me/+79373592112,,
7544,Военно-мемориальная компания,73478221066,"Республика Башкортостан, Туймазинский р-н, Туймазы г., ул. Ленина, 16м, Туймазы",,,Туймазы,,C,20,No,unknown,No,https://t.me/+73478221066,,
7547,"Мусульманская служба захоронения ""Нур""",79174161078,"ул. Школьная,16б Субханкулово, Респ. Башкортостан, Россия, 452778, Туймазы",,,Туймазы,,C,20,No,unknown,No,https://t.me/+79174161078,https://vk.com/ritual_uslugi_tmz_subh,
7541,Памятники,,"Магистральная ул., 8/1, село Старое Субханкулово, Туймазы",,,Туймазы,,D,5,No,unknown,No,,,
7546,Дом памяти,,"ул. 70 лет Октября, 22А, Туймазы, Туймазы",,,Туймазы,,D,5,No,unknown,No,,,
